"participant__code","channel","body","timestamp"
"2gk5rw8u","21-FHM-87","ja, ich denke schon...wird nur 4 Gruppe ausgewählt",1590394472.16755
"53ori9is","21-FHM-90","Sollen wir das auch angeben?",1590394472.19466
"9ovuvywv","21-FHM-102","Wie viel geben wir dann an?",1590394474.39863
"32wqfqla","21-FHM-104","Habe auch 10",1590394475.82259
"0d0c9285","21-FHM-102","dann können wir ja theoretisch 60 angeben",1590394476.16089
"ct2xoa4r","21-FHM-93","Noch einen schönen Tag :)",1590394479.83972
"wr95ks8g","21-FHM-104","Klingt gut",1590394480.61251
"smyx0sm4","21-FHM-96","ja denke ich auch ",1590394483.62358
"lht72c9u","21-FHM-87","jo. ",1590394483.82354
"lht72c9u","21-FHM-87","okay. ",1590394485.83899
"32wqfqla","21-FHM-104","Perfekt!",1590394486.50291
"elw4am8i","21-FHM-93","Hab gedacht 60? :D",1590394487.10903
"0d0c9285","21-FHM-102","denn sobald wir 20 angeben, kommen wir eh auf =",1590394488.81891
"0d0c9285","21-FHM-102","0",1590394490.65464
"cbcznc5i","21-FHM-96","Okay, dann 10",1590394490.77068
"smyx0sm4","21-FHM-96","gut",1590394495.50933
"vxij2b6m","21-FHM-100","10 wäre wahrscheinlich die Beste Wahl. Viel Erfolg noch",1590394495.61636
"0d0c9285","21-FHM-102","WEil wir ja die Strafe zahlen müssen, Oder?",1590394501.37
"9ovuvywv","21-FHM-102","ja stimmt dann geben wir 60 an?",1590394501.68913
"32wqfqla","21-FHM-104","Schönen Tag dir noch!",1590394502.99451
"t2wbgpva","21-FHM-92","stimmt, hast recht",1590394504.49628
"9ovuvywv","21-FHM-102","ja genau",1590394506.43874
"rtjey2gj","21-FHM-100","Danke, dir auch!",1590394506.84236
"rv0x45cj","21-FHM-101","oder wenn schon denn schon und 40?",1590394507.94569
"22khtx52","21-FHM-105","Unsere Arbeit ist jede Sekunde wert und wir werden ohnehin unterbezahlt. Sehen Sie das nicht ganz genauso?",1590394508.18985
"0d0c9285","21-FHM-102","Ja, 60",1590394511.44039
"t2wbgpva","21-FHM-92","sollen wir das dann mit 30 riskieren?",1590394512.68185
"9ovuvywv","21-FHM-102","Okay super",1590394517.32915
"1y5n6hu4","21-FHM-101","Okay. Dann 40",1590394518.31476
"ej30kjnq","21-FHM-94","gute Frage ",1590394520.50016
"0d0c9285","21-FHM-102","Alles klar, sollen wir den Chat dann beenden?",1590394521.02409
"2gk5rw8u","21-FHM-87","so machen wir",1590394521.25592
"pz174ni0","21-FHM-99","Dann verlasse ich jetzt den Chat ",1590394521.61017
"rv0x45cj","21-FHM-101","ok super",1590394524.31745
"cbcznc5i","21-FHM-96","ich würde den Chat dann mal beenden",1590394524.72102
"ej30kjnq","21-FHM-94","was sagst du?",1590394524.79972
"s41tk1r7","21-FHM-94","müssen die gerade sein?",1590394525.28896
"elw4am8i","21-FHM-93","Na gut dann bleiben wir bei 10",1590394525.34854
"9ovuvywv","21-FHM-102","Ja",1590394527.31627
"hb4bzyo6","21-FHM-92","Von mir aus gerne, finde das macht keinen großen Unterschied. ",1590394529.96819
"s41tk1r7","21-FHM-94","also geht auch zb 18",1590394531.15257
"rhvf3sx0","21-FHM-95","Geben wir beide nur 10 Überstunden an oder beide mehr?",1590394532.56194
"0d0c9285","21-FHM-102","OKay, tschüss",1590394533.06436
"elw4am8i","21-FHM-93","Dir auch noch einen schönen Tag :)",1590394534.04783
"ej30kjnq","21-FHM-94","Denke auch",1590394535.92362
"lht72c9u","21-FHM-87","alles klar",1590394535.93612
"w85v58dy","21-FHM-90","wenn wir beide das gleiche angeben beträgt die Chance kontrolliert zu werden 50 %. Sollten wir riskieren mehr anzugeben oder einfach ehrlich sein? ",1590394539.41586
"9ovuvywv","21-FHM-102","Tschüss",1590394539.41679
"22khtx52","21-FHM-105","Also 60 und wir verlassen den Chat?",1590394552.96238
"hb4bzyo6","21-FHM-92","Wenn du aber lieber die 10 belassen willst, ist es auch ok für mich.",1590394555.70781
"t2wbgpva","21-FHM-92","alles klar, dann geben wir beide 30 Überstunden an",1590394557.50687
"vkg3tdbm","21-FHM-88","noch da?",1590394563.68508
"rv0x45cj","21-FHM-101","Hoffentlich gehts durch:) Sollen wir den Chat beenden?",1590394563.76403
"hb4bzyo6","21-FHM-92","Alles klar, 30 Überstunden! ",1590394568.20769
"x4tigpj6","21-FHM-105","Ja, da sind 60 Überstunden das mindeste!!!",1590394569.10242
"s41tk1r7","21-FHM-94","alles über 20 ist unrealistsich oder?",1590394572.14309
"d6xejdej","21-FHM-88","Richte mich da nach Dir. Ist etwas gepokert, wenn ich das richtig verstanden hab, sollten wir abweichen wollen. ",1590394573.66696
"53ori9is","21-FHM-90","Die Strafe kann aber auch vom Grundeinkommen abgezogen werden oder?",1590394575.96399
"t2wbgpva","21-FHM-92","top!",1590394580.17487
"x4tigpj6","21-FHM-105","Ja 60 und wie verlassen den Chat.",1590394586.78164
"22khtx52","21-FHM-105","Gut ich wünsche Ihnen einen erfolgreichen Start in die Woche. Freundliche Grüße!!",1590394595.24018
"ej30kjnq","21-FHM-94","Gibt halt dann ordentlich Strafe wenn wir überprüft werden",1590394595.76563
"s41tk1r7","21-FHM-94","auch richtig",1590394601.43111
"d6xejdej","21-FHM-88","sag einen Betrag, wäre auch mit dem sicheren Betrag zufrieden.",1590394607.6097
"vkg3tdbm","21-FHM-88","ok, dann geben wir beide 10 Überstunden an und sind sicher.",1590394608.16256
"x4tigpj6","21-FHM-105","Danke, Ihnen ebenso",1590394608.56431
"53ori9is","21-FHM-90","Also wenn wir beide 60 angeben und dann kontrolliert werden, dann ist alles weg?",1590394613.23851
"hb4bzyo6","21-FHM-92","Dann Chat beenden? ",1590394613.36136
"d6xejdej","21-FHM-88","ok",1590394613.68051
"s41tk1r7","21-FHM-94","würd 18 nehmen",1590394619.30439
"t2wbgpva","21-FHM-92","ja",1590394620.7984
"vkg3tdbm","21-FHM-88","ich beende den chat",1590394620.91744
"w85v58dy","21-FHM-90","richtig",1590394622.89558
"d6xejdej","21-FHM-88","ich auch",1590394624.58083
"ej30kjnq","21-FHM-94","ok machen wir",1590394625.33281
"s41tk1r7","21-FHM-94","dann bleiben 42 und wir machen gewinn",1590394635.51694
"ej30kjnq","21-FHM-94","genau",1590394645.60735
"w85v58dy","21-FHM-90","bei 10 Überstunden ist der Gesamtverdienst halt recht gering.",1590394647.11458
"s41tk1r7","21-FHM-94","alles klar dann 18",1590394651.4219
"rv0x45cj","21-FHM-101","ich beende jetzt den chat",1590394672.31681
"ej30kjnq","21-FHM-94","dann verlassen wir mal den Chat",1590394673.27913
"w85v58dy","21-FHM-90","es werden ja nur 6 kontrolliert, also ist die Chance geringer als 50%",1590394697.35879
"53ori9is","21-FHM-90","Bei 19 Zweiergruppen werden 6 kontrolliert, das ist eine 2/3 Chance, oder nicht?",1590394700.7335
"w85v58dy","21-FHM-90","ja du hast recht, habe mich eben vertanm",1590394713.81278
"w85v58dy","21-FHM-90","also 20 angeben? mit 2/3 Wahrscheinlichkeit verdoppeln wir die Überstunden und mit 1/3 kriegen wir nichts ",1590394775.43575
"53ori9is","21-FHM-90","Alles klar",1590394796.21431
"53ori9is","21-FHM-90","20",1590394797.89623
"w85v58dy","21-FHM-90","gut 20",1590394803.43546
"53ori9is","21-FHM-90","Bis denne",1590394806.75018
"w85v58dy","21-FHM-90","chiao",1590394813.88889
"cr57i9i7","24-FHM-114","Wieviele Überstunden sollen wir angeben?",1590396819.65243
"gspuwtoo","24-FHM-114","Hallo, welche Angabe von Überstunden würdest du vorschlagen? Meiner wäre, dass wir beide das Maximum von 30 angeben. Wie siehst du das?",1590396837.77188
"cr57i9i7","24-FHM-114","Ich würde die 10 angeben die vorhin angezeigt wurden; dann erhalten wir die definitiv, wenn wir 30 angeben und überprüft werden werden die abgezogen",1590396888.81324
"gspuwtoo","24-FHM-114","Wenn dir das zu risikobehaftet ist, können wir gerne auch auf die 10 gehen. Mir wäre es das Risiko wert.",1590396896.92392
"jqmkzq88","24-FHM-109","moin",1590396903.78837
"gspuwtoo","24-FHM-114","Alles klar, dann lass uns die 10 angeben!",1590396909.78384
"8exed40z","24-FHM-109","moin",1590396913.15336
"cr57i9i7","24-FHM-114","Ok gut!",1590396915.01832
"asdpjybd","24-FHM-112","Hallo :)",1590396916.45614
"jqmkzq88","24-FHM-109","die chance überprüft zu werden liegt bei 1:4 oder 1:3",1590396916.62
"e063v9fh","24-FHM-112","Hallo :)",1590396922.99231
"gspuwtoo","24-FHM-114","Dann gebe ich jetzt die 10 ein. Du auch?",1590396928.31962
"jqmkzq88","24-FHM-109","also circa 25-30%",1590396928.82754
"cr57i9i7","24-FHM-114","Ja",1590396932.32226
"jqmkzq88","24-FHM-109","10 Überstunden=1€",1590396937.94771
"8exed40z","24-FHM-109","würde es riskieren",1590396940.85525
"jqmkzq88","24-FHM-109","sollen wir 60 Überstunden angeben ",1590396947.57177
"cr57i9i7","24-FHM-114","Dann beende ich den Chat jetzt.",1590396948.06012
"asdpjybd","24-FHM-112","Wir geben 10 Überstunden an, oder?",1590396949.96166
"jqmkzq88","24-FHM-109","ja ich auch :D",1590396952.66013
"e063v9fh","24-FHM-112","ja",1590396952.96456
"gwwv4y7p","24-FHM-127","Also 10 Std angeben? ",1590396954.89474
"asdpjybd","24-FHM-112","alles klar",1590396956.99069
"jqmkzq88","24-FHM-109","sehr gut, dann geben wir 60 Überstunden an top",1590396961.97245
"8exed40z","24-FHM-109","ja, also entweder alles oder nichts",1590396968.30374
"jqmkzq88","24-FHM-109","yes",1590396972.87933
"4wtov6cx","24-FHM-127","Das ist nicht gerade viel, sollen wir einfach zocken und beide mehr angeben?",1590396973.99287
"e063v9fh","24-FHM-112","sicher ist sicher :D",1590396973.99421
"8exed40z","24-FHM-109","perfekt",1590396978.16103
"yp9okx4a","24-FHM-118","hi",1590396979.46053
"asdpjybd","24-FHM-112","ja genau :D",1590396979.67772
"8fd5st4e","24-FHM-118","Hi",1590396982.24369
"gwwv4y7p","24-FHM-127","Okay, was schlägst du vor?",1590396987.23199
"jqmkzq88","24-FHM-109","die online experiemtne sind ja auch nicht sehr aufwendig",1590396990.16788
"xm26jghr","24-FHM-117","hey",1590396991.38168
"8fd5st4e","24-FHM-118","Hast du Fragen",1590396995.74699
"4wtov6cx","24-FHM-127","30?",1590396996.83184
"yp9okx4a","24-FHM-118","wie viele ÜBerstunden sollen wir aufschreiben`?",1590396996.87393
"l5nn3bny","24-FHM-117","Hi",1590396997.21042
"jqmkzq88","24-FHM-109","das reichen mir wenn es chief geht auch 5€",1590397003.37742
"gwwv4y7p","24-FHM-127","Okay ",1590397003.71259
"e063v9fh","24-FHM-112","ok dann beende ich den Chat! schönen Tag noch :)",1590397004.82723
"xm26jghr","24-FHM-117","ich schlage vor, dass wir beide 60 angeben",1590397005.68775
"hj2tuezt","24-FHM-116","Hey, na wie viele Überstunden geben wir an ? :D ",1590397006.47543
"4wtov6cx","24-FHM-127","Alles klar",1590397007.22274
"9q77gb1q","24-FHM-120","Hallo",1590397010.25172
"8fd5st4e","24-FHM-118","Erstmal 20?",1590397010.56914
"gwwv4y7p","24-FHM-127","Können wir machen ",1590397010.58095
"jqmkzq88","24-FHM-109","hast du schon viele experimente gemacht?",1590397013.6298
"nfo2sw1s","24-FHM-128","Hallo",1590397015.30195
"0ex6zv1a","24-FHM-120","Hi",1590397015.5618
"xm26jghr","24-FHM-117","was sagst du?",1590397018.11606
"d2zsqd7x","24-FHM-128","Hallo :D ",1590397019.53281
"gwwv4y7p","24-FHM-127","Dann beenden und eingeben :)",1590397019.70899
"asdpjybd","24-FHM-112","danke, gleichfalls :)",1590397020.25098
"a50l88s1","24-FHM-116","sollen wir 60 Überstunden angeben?",1590397022.54182
"9q77gb1q","24-FHM-120","Also 10 Überstunden",1590397022.85394
"yp9okx4a","24-FHM-118","ja, das ist eine gute zahl finde ich. ",1590397024.09346
"4wtov6cx","24-FHM-127","Super :)",1590397024.1052
"0ex6zv1a","24-FHM-120","Was sagst du?",1590397025.48784
"8fd5st4e","24-FHM-118","OK",1590397028.79034
"8fd5st4e","24-FHM-118","Let's go",1590397030.22102
"hj2tuezt","24-FHM-116","no risk no fun ;) bin dabei ",1590397033.46999
"lgs1ezp3","24-FHM-119","Hallöchen",1590397033.47284
"28gpo7oe","24-FHM-119","Hallo",1590397036.88195
"9q77gb1q","24-FHM-120","Die Frage ist halt, ob wir gamblen wollen",1590397037.86281
"nfo2sw1s","24-FHM-128","Wie siehts aus sollen wir Pockern oder sollen wirs lassen :D",1590397041.87758
"xxsd55er","24-FHM-110","Hey, was wollen wir angeben? Könnten pokern und mehr als 10 angeben",1590397041.94029
"a50l88s1","24-FHM-116","sehr gut ;D",1590397043.16515
"9q77gb1q","24-FHM-120","Bin mir unsicher :D",1590397043.95219
"d2zsqd7x","24-FHM-128","sollen wir auf Risiko gehen und ne 30 angeben?:D ",1590397044.26826
"0ex6zv1a","24-FHM-120","Ich glaube ich würde mehr angeben",1590397044.95206
"28gpo7oe","24-FHM-119","Welche Überstundenzahl geben wir an?",1590397047.43793
"0ex6zv1a","24-FHM-120","Ja ich mir auch haha",1590397049.8533
"9q77gb1q","24-FHM-120","Wie viel mehr?",1590397049.94921
"1diowvan","24-FHM-125","hey",1590397052.25875
"d2zsqd7x","24-FHM-128","oder noch höher klar :",1590397055.4767
"nfo2sw1s","24-FHM-128","Ja find ich nicht schlecht :D",1590397055.69611
"8ilaqh4b","24-FHM-125","hey. ",1590397056.06784
"lgs1ezp3","24-FHM-119","20?",1590397059.81782
"xiucstdi","24-FHM-123","Hi! Wie sollen wir die Sache angehen?",1590397074.50254
"hj2tuezt","24-FHM-116","Perfekt, dann lassen wir uns mal überraschen was passiert ;) ",1590397076.24966
"0ex6zv1a","24-FHM-120","Wenn schon, denn schon, weil wir nicht viel zu verlieren haben :D aber mir egal",1590397077.12514
"8ilaqh4b","24-FHM-125","Ich würde die Überstunden wahrheitsgemäß angeben ",1590397081.76144
"28gpo7oe","24-FHM-119","ok",1590397084.14707
"ylh8x7ga","24-FHM-123","60 angeben und volles Risiko?",1590397085.49791
"9q77gb1q","24-FHM-120","True!",1590397086.08496
"nfo2sw1s","24-FHM-128","30 ist vielleicht gut, wenn wir entdeckt werden kommen wir mit 20 minus Punkten raus",1590397086.41487
"hr30byp5","24-FHM-111","hallo",1590397089.76901
"1diowvan","24-FHM-125","sollen wir 10 überstunden angeben oder hoffen dass wir nicht erwischt werden und mehr angeben?",1590397091.31708
"ofdl5t4r","24-FHM-111","Hi! ",1590397093.11987
"1diowvan","24-FHM-125","ok",1590397094.48428
"a50l88s1","24-FHM-116","Okay, ich drücke uns die Daumen :D",1590397097.81762
"1diowvan","24-FHM-125","finde ich auch besser",1590397100.01292
"28gpo7oe","24-FHM-119","dann können wir den chat ja direkt beendet?!",1590397101.69517
"lgs1ezp3","24-FHM-119","Gut",1590397104.54023
"jqmkzq88","24-FHM-109","is ja auch egal- sollen wir den chat beenden, vlt geht es danns chneller?",1590397105.27838
"hr30byp5","24-FHM-111","was müssen wir machen",1590397105.62388
"xm26jghr","24-FHM-117","english?",1590397105.91342
"l5nn3bny","24-FHM-117","Sind nicht maximal 60 für uns beide erlaubt? Also 30 p.P.?",1590397106.04545
"0ex6zv1a","24-FHM-120","Man kann max 60 oder?",1590397106.12466
"lgs1ezp3","24-FHM-119","Ja",1590397106.39514
"8ilaqh4b","24-FHM-125","Bin nicht so eine Zockernatur ",1590397107.25339
"xiucstdi","24-FHM-123","Einverstanden",1590397109.11243
"d2zsqd7x","24-FHM-128","ja stimmt. okay dann nehmen wir das :)",1590397109.66188
"88l5c3dy","24-FHM-113","Hallo",1590397111.5909
"28gpo7oe","24-FHM-119","ciao :)",1590397111.93459
"9q77gb1q","24-FHM-120","Genau",1590397112.96686
"ylh8x7ga","24-FHM-123","Perfekt",1590397117.70076
"3qlkpfv8","24-FHM-113","Hallo!",1590397118.18382
"1diowvan","24-FHM-125","ja habe auch meistens pech bei sowas :D",1590397119.37464
"8v0cot8v","24-FHM-121","geben wir 10 oder 30 an?",1590397124.52334
"nfo2sw1s","24-FHM-128","Perfekt, hoffentlich klappts ;)",1590397127.57385
"1diowvan","24-FHM-125","ok dann 10",1590397128.73145
"xiucstdi","24-FHM-123","werden vermutlich eh nicht überprüft",1590397129.36562
"ofdl5t4r","24-FHM-111","wir haben 10 überstunden gemacht und sollen uns jetzt besprechen was wir angeben wollen",1590397130.64703
"8ilaqh4b","24-FHM-125","Ja ich auch. ",1590397130.80024
"0ex6zv1a","24-FHM-120","Kann man schon mal machen :D",1590397130.95987
"8ilaqh4b","24-FHM-125","Alles klar. ",1590397133.73272
"d2zsqd7x","24-FHM-128","ja mal schauen :D",1590397136.78028
"9q77gb1q","24-FHM-120","Wir könnten einfach 60 angeben, weil ins minus gehts ja nicht",1590397137.95956
"hogsozi3","24-FHM-121","ich wäre für 30",1590397138.67394
"hr30byp5","24-FHM-111","ok, geben wir 10 an?",1590397143.84064
"0ex6zv1a","24-FHM-120","Ja find ich gut!",1590397146.59492
"88l5c3dy","24-FHM-113","Wie viele Überstunden geben wir an?",1590397147.30797
"8v0cot8v","24-FHM-121","okay",1590397147.80122
"d2zsqd7x","24-FHM-128","dann beende ich den chat hier ja ",1590397147.89453
"9q77gb1q","24-FHM-120","Alles klar",1590397149.91121
"i1yy51w0","24-FHM-126","Leisten wir beide 60 Überstunden und hoffen wir werden nicht geprüft?",1590397151.14922
"hj2tuezt","24-FHM-116","Sehr gut :D haben ja noch echt viel Zeit zu chatten :D aber meinetwegen können wir den Chat auch verlassen und die Überstunden angeben;) ",1590397151.15338
"xiucstdi","24-FHM-123","Dann ""bonne chance""!",1590397155.11978
"xm26jghr","24-FHM-117","hm gute Frage, ich dachte das gilt jeweils",1590397155.12989
"0ex6zv1a","24-FHM-120","Dann 60",1590397155.21074
"nfo2sw1s","24-FHM-128","geht klar",1590397156.0824
"8ilaqh4b","24-FHM-125","Beenden wir den Chat dann?",1590397157.44152
"9q77gb1q","24-FHM-120","ok",1590397157.63649
"xm26jghr","24-FHM-117","moment",1590397157.77636
"9q77gb1q","24-FHM-120","Chat beenden?",1590397162.08324
"d2zsqd7x","24-FHM-128","Viel Erfolg :D",1590397164.16536
"0ex6zv1a","24-FHM-120","Yes!",1590397166.67857
"ofdl5t4r","24-FHM-111","entweder wir geben 10 an und bekommen auf jeden fall eine sichere entlohnung oder wir geben was höheres an und hoffen dass wir nicht überprüft werden ",1590397167.69934
"i14x4vet","24-FHM-124","Hallo Leute",1590397168.15203
"edr5j9v2","24-FHM-126","Ok",1590397173.03905
"9q77gb1q","24-FHM-120","ok",1590397174.04359
"3qlkpfv8","24-FHM-113","Wenn du auf Risiko stehst dann 20, ansonsten ganz normal 10",1590397175.00464
"8v0cot8v","24-FHM-121","können den chat dann ja jetzt auch schon beenden oder",1590397175.76815
"ofdl5t4r","24-FHM-111","was magst du machen?",1590397178.53409
"l5nn3bny","24-FHM-117","Ich lese es auch gerade nochmal, aber das wird aus den Instruktionen irgenwie nicht ganz klar ",1590397181.72282
"hogsozi3","24-FHM-121","Dann steht das ich beende dann den Chat",1590397188.09134
"dlzfpnbs","24-FHM-124","Hallo!",1590397189.67284
"i1yy51w0","24-FHM-126","Und sonst so?",1590397194.27488
"hr30byp5","24-FHM-111","mir eigentlich egal, aber wenn wir 20 angeben kann es sein dass wir nichts bekommen",1590397196.41735
"edr5j9v2","24-FHM-126","Dann können wir schon direkt weiter, oder?",1590397202.02197
"i14x4vet","24-FHM-124","Wozu sollen wir chatten hehe",1590397208.88187
"i1yy51w0","24-FHM-126","Na gut",1590397209.68234
"88l5c3dy","24-FHM-113","Alles klar ",1590397213.4805
"i1yy51w0","24-FHM-126","War mir eine Freude",1590397216.31538
"xm26jghr","24-FHM-117","ja ist undeutlich",1590397217.44318
"edr5j9v2","24-FHM-126","Mir auch!",1590397222.94339
"dlzfpnbs","24-FHM-124","Wir müssen uns eine Anzahl an Überstunden überlegen. ",1590397225.59235
"ofdl5t4r","24-FHM-111","ja stimmt. sollen wir einfach auf nummer sicher gehen und 10 angeben?",1590397226.92645
"xm26jghr","24-FHM-117","habe es beim ersten mal lesen auch nicht ganz verstanden",1590397228.42869
"hr30byp5","24-FHM-111","oder 15 ",1590397233.81993
"3qlkpfv8","24-FHM-113","Also jetzt erste oder zweite Option? ;)",1590397243.91053
"xm26jghr","24-FHM-117","aber die art wie es geschrieben ist, direkt hinter den 40 fixen stunden die ausbezahlt werden pro person, dachte ich, es gilt auch pro person",1590397246.79355
"i14x4vet","24-FHM-124","Da stand ja 10 Überstunden ",1590397253.57485
"ofdl5t4r","24-FHM-111","stimmt dann würden wir um zweifel wenigstens 5 bekommen oder?",1590397253.76321
"dlzfpnbs","24-FHM-124","Auf der Seite davor stand aber glaube ich, dass wir 10 Überstunden gemacht haben sollen. ",1590397255.16021
"hr30byp5","24-FHM-111","dann kriegt man immer noch 5",1590397256.69334
"dlzfpnbs","24-FHM-124","Ja, das verwirrt mich auch hah",1590397259.1369
"dlzfpnbs","24-FHM-124","*haha",1590397262.69011
"hj2tuezt","24-FHM-116","Ich mach das jetzt mal ;) hat mich gefreut ! v",1590397267.47006
"ofdl5t4r","24-FHM-111","klingt gut oder?",1590397268.66385
"hr30byp5","24-FHM-111","ok",1590397271.75351
"l5nn3bny","24-FHM-117","Dachte ich zuerst auch. Aber in keinem der Beispiele ging es über 30",1590397272.14814
"ofdl5t4r","24-FHM-111","15?",1590397273.12161
"cno3jxh7","24-FHM-122","Hi",1590397275.65239
"88l5c3dy","24-FHM-113","Ich bin gern bereit ein Risiko einzugehen",1590397276.26275
"xxsd55er","24-FHM-110","Danke für die ausführliche Kommunikation!",1590397281.06104
"xm26jghr","24-FHM-117","ich denke, wenn man gleich 60 eingebenkann, wird e auch möglich sein",1590397281.62081
"i14x4vet","24-FHM-124","Die wollen jetzt testen ob wir ein Risiko eingehen würden ",1590397288.38908
"xm26jghr","24-FHM-117","Achso",1590397289.27441
"dsnmb1xb","24-FHM-122","hallo",1590397289.56458
"3qlkpfv8","24-FHM-113","Alles klar! Dann beende ich jetzt den Chat",1590397293.44671
"xm26jghr","24-FHM-117","dann vorsichtshalber 30 angeben?",1590397295.7929
"hr30byp5","24-FHM-111","ja man, aber mach keinen 31er",1590397297.16968
"88l5c3dy","24-FHM-113","Okay ",1590397303.90031
"i14x4vet","24-FHM-124","Und eine falsche Zahl angeben",1590397314.48967
"l5nn3bny","24-FHM-117","Würde ich sagen, wenn das ein ungültiger Wert ist, werden wir auf jeden Fall übberprüft",1590397318.93889
"dlzfpnbs","24-FHM-124","machen wir das? ",1590397319.12954
"ofdl5t4r","24-FHM-111","nein mach ich nicht",1590397319.88949
"l5nn3bny","24-FHM-117","Also 30?",1590397326.5075
"xm26jghr","24-FHM-117","Allerdings ergibt dann die Sache mit den ""Minusauszahlungen werden ausgeschlossen"" keinen Sinn",1590397326.89005
"hr30byp5","24-FHM-111","ok ich auch nicht",1590397331.16926
"dlzfpnbs","24-FHM-124","Dann könnten wir mehr verdienen",1590397331.88463
"l5nn3bny","24-FHM-117","Hm stimmt ",1590397334.3728
"ofdl5t4r","24-FHM-111","guti",1590397334.83111
"i14x4vet","24-FHM-124","Also ehrlich gesagt will ich das jetzt nicht machen",1590397338.59727
"i14x4vet","24-FHM-124","Was sagst du",1590397341.51252
"hr30byp5","24-FHM-111","sollen wir dann beenden damit es schneller geht?",1590397342.07324
"l5nn3bny","24-FHM-117","Komm, dann versuchen wir 60",1590397345.71889
"xm26jghr","24-FHM-117","weil man dann mit max 40-30 auf 10 iommt",1590397347.01991
"dsnmb1xb","24-FHM-122","wieviel überstunden willst du denn angeben?",1590397350.21483
"xm26jghr","24-FHM-117","ja",1590397350.77295
"xm26jghr","24-FHM-117","60",1590397351.63516
"ofdl5t4r","24-FHM-111","ja lass machen",1590397353.20313
"ofdl5t4r","24-FHM-111","tschüssi",1590397357.04028
"hr30byp5","24-FHM-111","ciao",1590397360.86604
"xm26jghr","24-FHM-117","Top",1590397361.6535
"l5nn3bny","24-FHM-117","Sehr gut",1590397365.65412
"xm26jghr","24-FHM-117","Schönen Tag dir noch =)",1590397366.22453
"cno3jxh7","24-FHM-122"," am besten koordinieren wir uns",1590397367.57665
"l5nn3bny","24-FHM-117","Dir auch :) ",1590397371.90527
"dlzfpnbs","24-FHM-124","Also wenn wir das Risiko eingehen und erwischt werden, verlieren wir 10 ct. ",1590397373.54421
"dlzfpnbs","24-FHM-124","Ich finde, das ist verkraftbar",1590397378.97514
"cno3jxh7","24-FHM-122","also beide den gleichen Betrag",1590397385.19879
"dsnmb1xb","24-FHM-122","gute idee",1590397391.61036
"dlzfpnbs","24-FHM-124","Oder nee 1 Euro",1590397394.59667
"cno3jxh7","24-FHM-122","wir können die sichere variante nehmen und einfach die 10 stunden angeben",1590397409.68273
"i14x4vet","24-FHM-124","Aber die 10 Cent Sind es auch nicht Wert zu betrügen ",1590397413.30076
"cno3jxh7","24-FHM-122","oder wir zocken und nehmen einen höheren Betrag",1590397421.51206
"i14x4vet","24-FHM-124","Oder generell unehrlich sein",1590397424.54439
"dlzfpnbs","24-FHM-124","Aber das finde ich auch nicht dramatisch. Ich würde einfach 60 Überstunden angeben und hoffen, dass wir nicht erwischt werden. ",1590397425.04744
"dlzfpnbs","24-FHM-124","Ja, das stimmt natürlich. ",1590397431.93805
"i14x4vet","24-FHM-124","Lass bei 10 bleiben lieber",1590397439.90272
"dsnmb1xb","24-FHM-122","ein bisschen mehr als 10 geht schon, oder?",1590397444.37143
"dlzfpnbs","24-FHM-124","Wir könnten 6 Euro verdienen",1590397451.36136
"cno3jxh7","24-FHM-122","würde ich auch sagen",1590397456.64422
"cno3jxh7","24-FHM-122","besteht ja eine 4/13 chance überprüuft zuwerden ",1590397473.19248
"i14x4vet","24-FHM-124","Omg du shaytan XD nein lass ehrlich sein",1590397475.88361
"cno3jxh7","24-FHM-122","wenn wir beide die gleiche antwort wählen",1590397483.60099
"i14x4vet","24-FHM-124","In Ordnung?",1590397493.7328
"bd6q3buh","24-FHM-108","Hey Hey",1590397498.45578
"dsnmb1xb","24-FHM-122","das könnte für uns reichen, um durchzukommen",1590397502.59487
"1f3bxplc","24-FHM-108","Hallo, na was geben wir ein? ;)",1590397509.09324
"dlzfpnbs","24-FHM-124","Hm",1590397523.09715
"cno3jxh7","24-FHM-122","30 überstunden ? ",1590397525.73096
"cno3jxh7","24-FHM-122","oder höher oder niedriger ?",1590397531.40079
"dsnmb1xb","24-FHM-122","40? ",1590397541.30291
"cno3jxh7","24-FHM-122","passt",1590397546.06084
"bd6q3buh","24-FHM-108","Also da wir 10 Überstunden haben, würde ich mich am wohlsten mit der Wahrheit (also 10 Überstundej fühlen)",1590397546.43503
"i14x4vet","24-FHM-124","Ja?",1590397547.54149
"dlzfpnbs","24-FHM-124","Ich würde 60 angeben",1590397547.89854
"1f3bxplc","24-FHM-108","Ich bin ja für die tatsächlichen 10 Stunden",1590397551.23368
"bd6q3buh","24-FHM-108","Was sagst du?",1590397553.64175
"dlzfpnbs","24-FHM-124","lass doch riskieren",1590397555.31282
"dsnmb1xb","24-FHM-122","ok, deal!",1590397555.35438
"cno3jxh7","24-FHM-122","also 40 ",1590397557.43681
"cno3jxh7","24-FHM-122","deal!",1590397559.37725
"bd6q3buh","24-FHM-108","ok nice",1590397561.12319
"1f3bxplc","24-FHM-108","Ach, da sind wir uns doch einig :)",1590397564.45932
"i14x4vet","24-FHM-124","Dann gib du 60 an und ich 10 ich mag es nicht sowas zu tun",1590397566.42039
"dlzfpnbs","24-FHM-124","schnell",1590397566.95672
"dlzfpnbs","24-FHM-124","ja dann verdienen wri nichts",1590397572.36824
