,lfd_Nr,Session,Treatment,Subject_ID,Period,Subject,Group,PlayerID,Group_ID_simuliert,Message_Nr,Money - allgemein,Money - pro honesty,Money - pro lying,Steuern allgemein,argument für Steuern (pro honesty),argument gegen Steuern (pro lying),Risk - allgemein,Risk - pro honesty,Risk - pro lying,Honesty - allgemein,Honesty - pro honesty,Honesty - pro lying,Zahlenvorschlag - allgemein,Zahlenvorschlag pro honesty,Zahlenvorschlag pro lying,Previous Strategy - keep  - pro honesty,Previous Strategy - keep - pro lying,Previous Strategy - change - pro honesty,Previous Strategy - change - pro lying,Realität/Spiel,Steuergerechtigkeit,Steuerehrlichkeit,argument insecurity - allgemein,argument insecurity honest,argument insecurity lie,argument rules - allgemein,argument rules yes,argument rules no,argument others - allgemein,argument others honest,argument others lie,argument consequences - allgemein,consequences positive,consequences negative,taxes_new,Chat
116,117,1,2,4,6,4,2,1,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaa das ist auch immer gut :D
117,118,1,2,5,6,5,2,2,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja!
118,119,1,2,5,6,5,2,2,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aber manchmal ist es auch so super stumpf... z.B. Zahlenreihen nach Buchstaben kontrollieren. Und das 2h lang
119,120,1,2,6,6,6,2,3,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich hasse es, wenn man gemeinschaftlich Güter produziert, aber Trittbrettfahren möglich ist....."
120,121,1,2,4,6,4,2,1,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bei dem war ich auch mal, das war echt langweilig "
121,122,1,2,6,6,6,2,3,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Es endet immer so, dass irgendwer anfängt Trittbrett zu fahren, dabei könnte man gemeinschaftlich solo viel mehr herausholen :S"
122,123,1,2,4,6,4,2,1,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja leider ist das so :/
123,124,1,2,5,6,5,2,2,2,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ja.... ich hatte mal eins da konnte jeder investieren und hätte es jeder gemacht, wären es über 70 Euro gewesen"
124,125,1,2,6,6,6,2,3,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Und wahrscheinlich denkt der Trittbrettfahrer noch er wäre schlau...
125,126,1,2,6,6,6,2,3,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Krass!
126,127,1,2,4,6,4,2,1,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oh Mann :D
127,128,1,2,5,6,5,2,2,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leider nein
128,129,1,2,21,4,21,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hey 
129,130,1,2,8,4,8,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hey
130,131,1,2,7,4,7,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hey
131,132,1,2,8,4,8,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Irgendwelche Präferenzen wie viel ihr erklären wollt?
132,133,1,2,7,4,7,3,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vorschläge?
133,134,1,2,21,4,21,3,3,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Erwartungswert ist bei 0 am größten und nimmt bis 1000 stetig ab
134,135,1,2,21,4,21,3,3,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Risiko ist natürlich auch am größten bei 0 und nimmt stetig ab 
135,136,1,2,8,4,8,3,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 ist für mich trotzdem okay, oder irgendwas in der Mitte"
136,137,1,2,21,4,21,3,3,3,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No riss nö Fun :D 
137,138,1,2,8,4,8,3,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Allrighty, also 0?"
138,139,1,2,7,4,7,3,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Könnte ja klappen :D
139,140,1,2,21,4,21,3,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*Daumen hoch Emoji*
140,141,1,2,7,4,7,3,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dann sind wir uns einig? :D
141,142,1,2,8,4,8,3,2,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sieht so aus. Nach runde 1 können wir ja nochmal reevaluieren 
142,143,1,2,7,4,7,3,1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Okay bis gleich dann 
143,144,1,2,21,5,21,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yeaaah 
144,145,1,2,8,5,8,3,2,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nochmal?
145,146,1,2,21,5,21,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Same Same? 
146,147,1,2,21,5,21,3,3,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bob
147,148,1,2,7,5,7,3,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja
148,149,1,2,7,5,7,3,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bisschen unser Glück austesten :D
149,150,1,2,8,5,8,3,2,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fine bei der
150,151,1,2,8,6,8,3,2,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Und jetzt?
151,152,1,2,21,6,21,3,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alle guten Dinge sind 3
152,153,1,2,7,6,7,3,1,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wollte ich auch gerade sagen :D
153,154,1,2,21,6,21,3,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Läuft bei uns auf jeden Fall 
154,155,1,2,8,6,8,3,2,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dann schließe ich mich der Mehrheit an
155,156,1,2,7,6,7,3,1,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Noch ja :D 
156,157,1,2,10,4,10,4,1,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich bin für Risiko immer 0 angeben
157,158,1,2,11,4,11,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich auch
158,159,1,2,12,4,12,4,3,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich auch, gibt im Schnitt am meisten"
159,160,1,2,10,4,10,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cool das ging ja schnell :)
160,161,1,2,10,5,10,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wieder so?
161,162,1,2,11,5,11,4,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ja
162,163,1,2,12,5,12,4,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,klar
163,164,1,2,10,6,10,4,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,...und nochmal so
164,165,1,2,12,6,12,4,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"So viel, wie manche hier tippen, scheint das in anderen Gruppen weniger reibungslos zu laufen..."
165,166,1,2,10,6,10,4,1,4,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alle nicht risikobereit
166,167,1,2,10,6,10,4,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wie langweilig :)
167,168,1,2,13,4,13,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich denke, es ist im Sinne aller, dass wir hier zügig nach Hause wollen oder :) ? "
168,169,1,2,14,4,14,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Moin. Weiß irgendwer, was wir hier tun?"
169,170,1,2,14,4,14,5,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oh ja
170,171,1,2,13,4,13,5,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich würde einfach mal 900 vorschlagen :) 
171,172,1,2,13,4,13,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bin ich gut mit gefahren :) 
172,173,1,2,14,4,14,5,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich sage 650
173,174,1,2,13,4,13,5,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nicht so gierig :) HAHA
174,175,1,2,15,4,15,5,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich wäre auch eher für 900
175,176,1,2,13,4,13,5,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ist Mitglied 3 eingeschlafen oder hab ich da was falsch verstanden? : Ö) 
176,177,1,2,13,4,13,5,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gut 
177,178,1,2,14,4,14,5,2,5,11,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Damit liegt das Risiko bei 35,50 Punkten, also 3,55 Euro, dafür gibts 19 Euro Gewinn"
178,179,1,2,13,4,13,5,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ab die Post
179,180,1,2,13,4,13,5,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eben 
180,181,1,2,13,4,13,5,1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Die Woche ist gerettet
181,182,1,2,14,4,14,5,2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ist nein Kiste Kölsch ;-)
182,183,1,2,13,4,13,5,1,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wunderbar, nach Karneval :) "
183,184,1,2,14,4,14,5,2,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mitglied 3: Wach?
184,185,1,2,15,4,15,5,3,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja 
185,186,1,2,14,4,14,5,2,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Klar: Pegel halten ;)
186,187,1,2,14,4,14,5,2,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deine Meinung?
187,188,1,2,13,4,13,5,1,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richtig 
188,189,1,2,13,4,13,5,1,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fußball ....:)
189,190,1,2,15,4,15,5,3,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fußball? 
190,191,1,2,13,4,13,5,1,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fürn Pegel halten gibts genug Anlässe, u.a. auch Fußball"
191,192,1,2,14,4,14,5,2,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ah sorry, ich hab 900 überlesen"
192,193,1,2,13,4,13,5,1,5,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Also, 900? "
193,194,1,2,14,4,14,5,2,5,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dann 900. Ok
194,195,1,2,14,4,14,5,2,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ab dafür
195,196,1,2,13,4,13,5,1,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ok, ab dafür"
196,197,1,2,15,4,15,5,3,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja wär ich für
197,198,1,2,14,4,14,5,2,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:-D
198,199,1,2,14,4,14,5,2,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verlasst Ihr auch den Chat?
199,200,1,2,15,4,15,5,3,5,33,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wobei bei 1000 gibt es sogar im Falle einer Kontrolle noch 170 punkte
200,201,1,2,14,4,14,5,2,5,34,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Von Pieck, nö Fun ... ;)"
201,202,1,2,15,4,15,5,3,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ok :)
202,203,1,2,13,5,13,5,1,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich würde sagen wir bleiben dabei. Das dauert mir sonst alles zu lange :) 
203,204,1,2,15,5,15,5,3,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja ist gut :) 
204,205,1,2,14,5,14,5,2,5,38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich wäre sogar bereit, ein bisschen mehr zu riskieren, aber wenn Ihr eh 900 nehmt - auf gehts. Ich hab Hunger"
205,206,1,2,13,5,13,5,1,5,39,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Super, jeder tippt 900 ein und wir gehen zufrieden nach Hause. Ok bin auch reale für Risiko. Heisst ? 950? "
206,207,1,2,14,5,14,5,2,5,40,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,\Risiko\q wäre 650
207,208,1,2,13,5,13,5,1,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ok mir egal 
208,209,1,2,13,5,13,5,1,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Super ich hab alles verstanden :) HAHAHAHA
209,210,1,2,14,5,14,5,2,5,43,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hätte man 15 Euro oder knapp 19 Euro
210,211,1,2,15,5,15,5,3,5,44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja 19 Euro wäre natürlich schon gut
211,212,1,2,14,5,14,5,2,5,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hehe. Ich gebe mal 650 ein - macht, wie Ihr mögt. Das passt schon."
212,213,1,2,13,5,13,5,1,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ok ich auch 
213,214,1,2,13,5,13,5,1,5,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.0
214,215,1,2,13,5,13,5,1,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Also aus die Maus
215,216,1,2,14,5,14,5,2,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cool. Dann klicke ich jetzt auf Verlassen 
216,217,1,2,15,5,15,5,3,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:P gut dann mach ich das auch 
217,218,1,2,13,6,13,5,1,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Was geben wir ein? 
218,219,1,2,13,6,13,5,1,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,War jetzt nicht der Knaller mit den 650
219,220,1,2,15,6,15,5,3,5,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja sollen wir sonst wieder 900 machen?
220,221,1,2,13,6,13,5,1,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ja
221,222,1,2,14,6,14,5,2,5,55,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Statistisch gesehen kommt jetzt keine Kontrolle - mein Risiko wäre demnach größer - aber da das ein Zufallsgenerator ist ...
222,223,1,2,14,6,14,5,2,5,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Von mir aus auch 900
223,224,1,2,15,6,15,5,3,5,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Also ich wäre für 900 aber wir können auch weniger sagen, was meint ihr?"
224,225,1,2,13,6,13,5,1,5,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850? 
225,226,1,2,14,6,14,5,2,5,59,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Also bei 0 Einkommen hat man 12 Euro bei einer Kontrolle (Kiste Gilden) oder 22 Euro ohne Kontrolle (Kiste Rheindorf und nein Pizza)
226,227,1,2,13,6,13,5,1,5,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dann geben wir mal null ein 
227,228,1,2,13,6,13,5,1,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Auch nein Idee
228,229,1,2,13,6,13,5,1,5,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Also null? 
229,230,1,2,14,6,14,5,2,5,63,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bei 850 sind es zwischen 17,75 und 16.25 - das wäre also ziemlich sicher"
230,231,1,2,13,6,13,5,1,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,okay
231,232,1,2,13,6,13,5,1,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mir Latte
232,233,1,2,13,6,13,5,1,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haben noch 60 Sek
233,234,1,2,14,6,14,5,2,5,67,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich würde die 0-mal ausprobieren, weil ich Gilden auch in Ordnung finde ;)"
234,235,1,2,15,6,15,5,3,5,68,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja 850 find ich auch sicherer
235,236,1,2,13,6,13,5,1,5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,okay
236,237,1,2,13,6,13,5,1,5,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich will null probieren
237,238,1,2,13,6,13,5,1,5,71,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Risiko muss sein 
238,239,1,2,14,6,14,5,2,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Probieren wir es einmal
